identifier,player_name,team,player_position,player_minutes_played,player_total_point_obtained,round,player_costs,second_name,first_name,photo,holding_period
Van de Beek-33614,Van de Beek,Man Utd,Midfielder,12,1,1,5.5,van de Beek,Donny,180184.jpg,2
Carvalho-29612,Carvalho,Liverpool,Midfielder,12,1,1,5.5,Freitas Gouveia Carvalho,Fábio,244858.jpg,1
Bernardo-31113,Bernardo,Man City,Midfielder,12,1,1,7.0,Veiga de Carvalho e Silva,Bernardo,165809.jpg,2
Álvarez-31913,Álvarez,Man City,Forward,12,1,1,6.5,Álvarez,Julián,461358.jpg,1
S.Longstaff-37015,S.Longstaff,Newcastle,Midfielder,10,1,1,4.5,Longstaff,Sean,180135.jpg,4
Fraser-35915,Fraser,Newcastle,Midfielder,9,1,1,5.5,Fraser,Ryan,90105.jpg,4
Douglas Luiz-462,Douglas Luiz,Aston Villa,Midfielder,8,0,1,5.0,Soares de Paulo,Douglas Luiz,230046.jpg,2
Archer-542,Archer,Aston Villa,Forward,8,1,1,4.5,Archer,Cameron,433979.jpg,2
Tierney-81,Tierney,Arsenal,Defender,7,1,1,5.0,Tierney,Kieran,192895.jpg,4
Mighten-39516,Mighten,Nott'm Forest,Midfielder,7,1,1,5.0,Mighten,Alex,244930.jpg,1
Nketiah-111,Nketiah,Arsenal,Forward,7,1,1,7.0,Nketiah,Eddie,205533.jpg,1
Bech-914,Bech,Brentford,Defender,6,1,1,4.5,Bech Sørensen,Mads,228044.jpg,4
Dervişoğlu-5414,Dervişoğlu,Brentford,Forward,6,4,1,4.5,Dervişoğlu,Halil,434662.jpg,2
Gelhardt-24211,Gelhardt,Leeds,Forward,6,1,1,5.5,Gelhardt,Joe,462635.jpg,2
Summerville-24011,Summerville,Leeds,Midfielder,5,1,1,4.5,Summerville,Crysencio,450070.jpg,2
Campbell-56820,Campbell,Wolves,Midfielder,5,1,1,4.5,Campbell,Chem,461026.jpg,4
Lenglet-51318,Lenglet,Spurs,Defender,4,1,1,5.0,Lenglet,Clément,171101.jpg,3
Hughes-1637,Hughes,Crystal Palace,Midfielder,4,1,1,5.0,Hughes,Will,108413.jpg,3
Ebiowei-1737,Ebiowei,Crystal Palace,Midfielder,4,1,1,4.5,Ebiowei,Malcolm,450535.jpg,1
Christie-693,Christie,Bournemouth,Midfielder,4,1,1,5.5,Christie,Ryan,158499.jpg,2
Lucas Moura-43118,Lucas Moura,Spurs,Midfielder,4,1,1,6.0,Rodrigues Moura da Silva,Lucas,95715.jpg,1
Bissouma-44418,Bissouma,Spurs,Midfielder,4,0,1,5.0,Bissouma,Yves,227127.jpg,4
Doherty-42918,Doherty,Spurs,Defender,3,1,1,5.0,Doherty,Matt,87835.jpg,3
Mahrez-30313,Mahrez,Man City,Midfielder,2,1,1,8.0,Mahrez,Riyad,103025.jpg,4
Palmer-31613,Palmer,Man City,Midfielder,2,1,1,4.5,Palmer,Cole,244851.jpg,2
Duffy-1059,Duffy,Fulham,Defender,1,1,1,4.5,Duffy,Shane,61933.jpg,3
Malacia-50414,Malacia,Man Utd,Defender,1,1,1,4.5,Malacia,Tyrell,222690.jpg,4
Colwill-5595,Colwill,Brighton,Defender,1,1,1,4.5,Colwill,Levi,460028.jpg,3
Botman-37715,Botman,Newcastle,Defender,1,1,1,4.5,Botman,Sven,220237.jpg,2
Sambi-181,Sambi,Arsenal,Midfielder,1,1,1,4.5,Sambi Lokonga,Albert,437742.jpg,1
Stanislas-583,Stanislas,Bournemouth,Midfielder,1,1,1,5.0,Stanislas,Junior,56872.jpg,1
Cairney-2009,Cairney,Fulham,Midfielder,1,1,1,5.0,Cairney,Tom,76357.jpg,3
Elanga-34414,Elanga,Man Utd,Midfielder,1,1,1,5.0,Elanga,Anthony,449434.jpg,1
Garnacho-56914,Garnacho,Man Utd,Midfielder,1,1,1,4.5,Garnacho,Alejandro,493105.jpg,2
Redmond-40317,Redmond,Southampton,Midfielder,1,1,1,5.5,Redmond,Nathan,83283.jpg,1
Gallagher-1486,Gallagher,Chelsea,Midfielder,1,1,1,6.0,Gallagher,Conor,232787.jpg,2
Downes-50919,Downes,West Ham,Midfielder,1,1,1,4.5,Downes,Flynn,220585.jpg,2
Coventry-55619,Coventry,West Ham,Midfielder,1,1,1,4.5,Coventry,Conor,222017.jpg,3
Murphy-36515,Murphy,Newcastle,Midfielder,1,1,1,4.5,Murphy,Jacob,114243.jpg,4
Phillips-32513,Phillips,Man City,Midfielder,1,1,1,5.0,Phillips,Kalvin,155405.jpg,4
Wood-35415,Wood,Newcastle,Forward,1,1,1,6.0,Wood,Chris,60689.jpg,4
Undav-1235,Undav,Brighton,Forward,1,1,1,5.5,Undav,Deniz,450434.jpg,2
Cédric-11,Cédric,Arsenal,Defender,0,0,1,4.5,Alves Soares,Cédric,58822.jpg,2
Holding-51,Holding,Arsenal,Defender,0,0,1,4.5,Holding,Rob,156074.jpg,3
Tomiyasu-141,Tomiyasu,Arsenal,Defender,0,0,1,4.5,Tomiyasu,Takehiro,223723.jpg,3
Tavares-171,Tavares,Arsenal,Defender,0,0,1,4.5,Varela Tavares,Nuno,437626.jpg,2
Pablo Marí-201,Pablo Marí,Arsenal,Defender,0,0,1,4.5,Marí Villar,Pablo,92371.jpg,3
Tomkins-1537,Tomkins,Crystal Palace,Defender,0,0,1,4.0,Tomkins,James,49413.jpg,2
Ward-1567,Ward,Crystal Palace,Defender,0,0,1,4.5,Ward,Joel,55494.jpg,1
Ferguson-1747,Ferguson,Crystal Palace,Defender,0,0,1,4.0,Ferguson,Nathan,232423.jpg,1
Richards-5307,Richards,Crystal Palace,Defender,0,0,1,4.5,Richards,Chris,427623.jpg,1
Bertrand-25010,Bertrand,Leicester,Defender,0,0,1,4.0,Bertrand,Ryan,40146.jpg,1
Vestergaard-25310,Vestergaard,Leicester,Defender,0,0,1,4.0,Vestergaard,Jannik,93100.jpg,3
Ricardo-25610,Ricardo,Leicester,Defender,0,0,1,4.5,Barbosa Pereira,Ricardo,111931.jpg,2
Söyüncü-26710,Söyüncü,Leicester,Defender,0,0,1,4.5,Söyüncü,Çaglar,218031.jpg,1
Thomas-27010,Thomas,Leicester,Defender,0,0,1,4.5,Thomas,Luke,244619.jpg,4
Brunt-27310,Brunt,Leicester,Defender,0,0,1,4.0,Brunt,Lewis,232620.jpg,4
Fredericks-593,Fredericks,Bournemouth,Defender,0,0,1,4.5,Fredericks,Ryan,81012.jpg,4
Stacey-653,Stacey,Bournemouth,Defender,0,0,1,4.5,Stacey,Jack,154131.jpg,4
Hill-5393,Hill,Bournemouth,Defender,0,0,1,4.5,Hill,James,463981.jpg,1
Bryan-2069,Bryan,Fulham,Defender,0,0,1,4.5,Bryan,Joe,101105.jpg,4
Kongolo-2089,Kongolo,Fulham,Defender,0,0,1,4.0,Kongolo,Terence,109434.jpg,1
Diop-47019,Diop,West Ham,Defender,0,0,1,4.5,Diop,Issa,219924.jpg,4
Mbabu-5329,Mbabu,Fulham,Defender,0,0,1,4.5,Mbabu,Kevin,120721.jpg,1
Chambers-322,Chambers,Aston Villa,Defender,0,0,1,4.5,Chambers,Calum,101184.jpg,4
Hause-382,Hause,Aston Villa,Defender,0,0,1,4.5,Hause,Kortney,123354.jpg,4
Mings-392,Mings,Aston Villa,Defender,0,0,1,4.5,Mings,Tyrone,149484.jpg,3
Guilbert-562,Guilbert,Aston Villa,Defender,0,0,1,4.0,Guilbert,Frédéric,203368.jpg,3
Augustinsson-5252,Augustinsson,Aston Villa,Defender,0,0,1,4.5,Augustinsson,Ludwig,155561.jpg,3
Kesler Hayden-5372,Kesler Hayden,Aston Villa,Defender,0,0,1,4.0,Kesler Hayden,Kaine,537043.jpg,1
Young-5382,Young,Aston Villa,Defender,0,0,1,4.5,Young,Ashley,18892.jpg,3
Jones-32814,Jones,Man Utd,Defender,0,0,1,4.0,Jones,Phil,76359.jpg,3
Varane-32914,Varane,Man Utd,Defender,0,0,1,5.0,Varane,Raphaël,90152.jpg,4
Telles-33414,Telles,Man Utd,Defender,0,0,1,5.0,Telles,Alex,152590.jpg,1
Lindelöf-33714,Lindelöf,Man Utd,Defender,0,0,1,4.5,Lindelöf,Victor,184667.jpg,3
Bailly-33914,Bailly,Man Utd,Defender,0,0,1,4.0,Bailly,Eric,197365.jpg,1
Wan-Bissaka-34114,Wan-Bissaka,Man Utd,Defender,0,0,1,4.5,Wan-Bissaka,Aaron,214590.jpg,4
B.Williams-34314,B.Williams,Man Utd,Defender,0,0,1,4.0,Williams,Brandon,232937.jpg,3
Canós-824,Canós,Brentford,Defender,0,0,1,5.0,Canós Tenés,Sergi,174932.jpg,2
Ajer-844,Ajer,Brentford,Defender,0,0,1,4.5,Ajer,Kristoffer,191866.jpg,1
Roerslev-904,Roerslev,Brentford,Defender,0,0,1,4.5,Roerslev Rasmussen,Mads,226956.jpg,4
Pinnock-924,Pinnock,Brentford,Defender,0,0,1,4.5,Pinnock,Ethan,231065.jpg,1
Goode-964,Goode,Brentford,Defender,0,0,1,4.0,Goode,Charlie,213687.jpg,4
Thompson-984,Thompson,Brentford,Defender,0,0,1,4.0,Thompson,Dominic,232247.jpg,1
Stevens-5404,Stevens,Brentford,Defender,0,0,1,4.0,Stevens,Fin,450550.jpg,2
Sánchez-43518,Sánchez,Spurs,Defender,0,0,1,4.5,Sánchez,Davinson,173904.jpg,2
Reguilón-43818,Reguilón,Spurs,Defender,0,0,1,4.5,Reguilón,Sergio,199249.jpg,4
Tanganga-43918,Tanganga,Spurs,Defender,0,0,1,4.0,Tanganga,Japhet,199584.jpg,1
Rodon-44218,Rodon,Spurs,Defender,0,0,1,4.0,Rodon,Joe,214225.jpg,1
Spence-52218,Spence,Spurs,Defender,0,0,1,4.5,Spence,Djed,232859.jpg,4
Gomez-28612,Gomez,Liverpool,Defender,0,0,1,4.5,Gomez,Joseph,171287.jpg,2
Konaté-29012,Konaté,Liverpool,Defender,0,0,1,5.0,Konaté,Ibrahima,204716.jpg,2
Tsimikas-29212,Tsimikas,Liverpool,Defender,0,0,1,4.5,Tsimikas,Konstantinos,214285.jpg,3
Ramsay-29812,Ramsay,Liverpool,Defender,0,0,1,4.0,Ramsay,Calvin,489580.jpg,2
R.Williams-49812,R.Williams,Liverpool,Defender,0,0,1,4.0,Williams,Rhys,219937.jpg,4
Davies-49912,Davies,Liverpool,Defender,0,0,1,4.0,Davies,Ben,152898.jpg,3
Van den Berg-50012,Van den Berg,Liverpool,Defender,0,0,1,4.0,van den Berg,Sepp,444765.jpg,2
Phillips-50112,Phillips,Liverpool,Defender,0,0,1,4.0,Phillips,Nathaniel,197464.jpg,1
Chambers-56312,Chambers,Liverpool,Defender,0,0,1,4.0,Chambers,Luke,462491.jpg,3
Cooper-22111,Cooper,Leeds,Defender,0,0,1,4.5,Cooper,Liam,55914.jpg,3
Ayling-22211,Ayling,Leeds,Defender,0,0,1,4.5,Ayling,Luke,66588.jpg,2
Dallas-22611,Dallas,Leeds,Defender,0,0,1,5.0,Dallas,Stuart,87873.jpg,4
Firpo-23911,Firpo,Leeds,Defender,0,0,1,4.5,Firpo Adames,Junior,443967.jpg,3
Hjelde-24311,Hjelde,Leeds,Defender,0,0,1,4.0,Hjelde,Leo Fuhr,477547.jpg,4
Drameh-54711,Drameh,Leeds,Defender,0,0,1,4.0,Drameh,Cody,433590.jpg,3
Lyanco-41317,Lyanco,Southampton,Defender,0,0,1,4.5,Silveira Neves Vojnovic,Lyanco,212721.jpg,2
Livramento-41917,Livramento,Southampton,Defender,0,0,1,4.5,Livramento,Tino,441191.jpg,2
Bella-Kotchap-42317,Bella-Kotchap,Southampton,Defender,0,0,1,4.5,Bella-Kotchap,Armel,477386.jpg,1
Cook-37916,Cook,Nott'm Forest,Defender,0,0,1,4.5,Cook,Steve,56917.jpg,3
Dräger-38616,Dräger,Nott'm Forest,Defender,0,0,1,4.0,Dräger,Mohamed,173399.jpg,4
Panzo-38916,Panzo,Nott'm Forest,Defender,0,0,1,4.0,Panzo,Jonathan,209035.jpg,1
Laryea-39216,Laryea,Nott'm Forest,Defender,0,0,1,4.5,Laryea,Richie,221403.jpg,1
Mbe Soh-39316,Mbe Soh,Nott'm Forest,Defender,0,0,1,4.5,Mbe Soh,Loïc,242885.jpg,3
Biancone-39916,Biancone,Nott'm Forest,Defender,0,0,1,4.5,Biancone,Giulian,437753.jpg,1
Boly-47420,Boly,Wolves,Defender,0,0,1,4.5,Boly,Willy,90585.jpg,4
Richards-51116,Richards,Nott'm Forest,Defender,0,0,1,4.5,Richards,Omar,204822.jpg,2
Alonso-1296,Alonso,Chelsea,Defender,0,0,1,5.5,Alonso,Marcos,82263.jpg,3
Kenedy-1386,Kenedy,Chelsea,Defender,0,0,1,4.0,Nunes do Nascimento,Robert Kenedy,167767.jpg,3
Chalobah-1416,Chalobah,Chelsea,Defender,0,0,1,5.0,Chalobah,Trevoh,180736.jpg,3
Sarr-1436,Sarr,Chelsea,Defender,0,0,1,5.0,Sarr,Malang,204727.jpg,1
Ampadu-1516,Ampadu,Chelsea,Defender,0,0,1,4.5,Ampadu,Ethan,199598.jpg,1
Emerson-5456,Emerson,Chelsea,Defender,0,0,1,4.0,Palmieri dos Santos,Emerson,109533.jpg,1
Semedo-48220,Semedo,Wolves,Defender,0,0,1,5.0,Cabral Semedo,Nélson,200402.jpg,1
Toti-48920,Toti,Wolves,Defender,0,0,1,4.0,Gomes,Toti António,510362.jpg,1
Mosquera-49420,Mosquera,Wolves,Defender,0,0,1,4.0,Mosquera Valdelamar,Yerson,501837.jpg,4
Bueno-55820,Bueno,Wolves,Defender,0,0,1,4.0,Bueno López,Hugo,490721.jpg,1
Dawson-45919,Dawson,West Ham,Defender,0,0,1,5.0,Dawson,Craig,60232.jpg,1
Coady-47520,Coady,Wolves,Defender,0,0,1,5.0,Coady,Conor,94147.jpg,4
Ogbonna-45619,Ogbonna,West Ham,Defender,0,0,1,4.5,Ogbonna,Angelo,40669.jpg,4
Masuaku-46219,Masuaku,West Ham,Defender,0,0,1,4.5,Masuaku,Arthur,105717.jpg,3
Aguerd-47219,Aguerd,West Ham,Defender,0,0,1,5.0,Aguerd,Nayef,210494.jpg,4
Ashby-55519,Ashby,West Ham,Defender,0,0,1,4.0,Ashby,Harrison,441024.jpg,1
Roberts-1225,Roberts,Brighton,Defender,0,0,1,4.0,Roberts,Haydon,433589.jpg,4
Clarke-5435,Clarke,Brighton,Defender,0,0,1,4.0,Clarke,Matt,178173.jpg,2
Van Hecke-5445,Van Hecke,Brighton,Defender,0,0,1,4.0,van Hecke,Jan Paul,469142.jpg,2
Ritchie-35015,Ritchie,Newcastle,Defender,0,0,1,4.5,Ritchie,Matt,56983.jpg,2
Fernández-35115,Fernández,Newcastle,Defender,0,0,1,4.5,Fernández,Federico,57145.jpg,4
Clark-35215,Clark,Newcastle,Defender,0,0,1,4.5,Clark,Ciaran,58845.jpg,3
Lascelles-36015,Lascelles,Newcastle,Defender,0,0,1,4.5,Lascelles,Jamaal,101148.jpg,2
Dummett-36215,Dummett,Newcastle,Defender,0,0,1,4.0,Dummett,Paul,106618.jpg,4
Manquillo-36315,Manquillo,Newcastle,Defender,0,0,1,4.5,Manquillo Gaitán,Javier,109528.jpg,4
Krafth-36415,Krafth,Newcastle,Defender,0,0,1,4.5,Krafth,Emil,111773.jpg,1
Lewis-37215,Lewis,Newcastle,Defender,0,0,1,4.5,Lewis,Jamal,194799.jpg,1
Coleman-1788,Coleman,Everton,Defender,0,0,1,4.5,Coleman,Seamus,59949.jpg,4
Keane-1808,Keane,Everton,Defender,0,0,1,4.5,Keane,Michael,106611.jpg,1
Branthwaite-1968,Branthwaite,Everton,Defender,0,0,1,4.0,Branthwaite,Jarrad,480455.jpg,3
Nkounkou-1988,Nkounkou,Everton,Defender,0,0,1,4.0,Nkounkou,Niels,495542.jpg,4
Stones-30213,Stones,Man City,Defender,0,0,1,5.5,Stones,John,97299.jpg,4
Laporte-30913,Laporte,Man City,Defender,0,0,1,6.0,Laporte,Aymeric,146941.jpg,1
Mbete-32013,Mbete,Man City,Defender,0,0,1,4.0,Mbete-Tabu,Luke,439510.jpg,4
Wilson-Esbrand-32213,Wilson-Esbrand,Man City,Defender,0,0,1,4.0,Wilson-Esbrand,Josh,447880.jpg,4
Lewis-57313,Lewis,Man City,Defender,0,0,1,4.0,Lewis,Rico,477064.jpg,3
Elneny-41,Elneny,Arsenal,Midfielder,0,0,1,4.5,Elneny,Mohamed,153256.jpg,1
Pépé-91,Pépé,Arsenal,Midfielder,0,0,1,5.5,Pépé,Nicolas,195735.jpg,1
Smith Rowe-121,Smith Rowe,Arsenal,Midfielder,0,0,1,6.0,Smith Rowe,Emile,209289.jpg,2
Maitland-Niles-211,Maitland-Niles,Arsenal,Midfielder,0,0,1,5.0,Maitland-Niles,Ainsley,154043.jpg,3
Torreira-221,Torreira,Arsenal,Midfielder,0,0,1,4.5,Torreira di Pascua,Lucas,198849.jpg,2
Nelson-231,Nelson,Arsenal,Midfielder,0,0,1,5.0,Nelson,Reiss,200641.jpg,2
Fábio Vieira-251,Fábio Vieira,Arsenal,Midfielder,0,0,1,6.0,Ferreira Vieira,Fábio,438098.jpg,4
Marquinhos-271,Marquinhos,Arsenal,Midfielder,0,0,1,5.0,Oliveira Alencar,Marcus,479683.jpg,3
McArthur-1547,McArthur,Crystal Palace,Midfielder,0,0,1,5.0,McArthur,James,50471.jpg,4
Riedewald-1647,Riedewald,Crystal Palace,Midfielder,0,0,1,4.5,Riedewald,Jairo,173954.jpg,4
Olise-1717,Olise,Crystal Palace,Midfielder,0,0,1,5.5,Olise,Michael,443661.jpg,4
Rak-Sakyi-1727,Rak-Sakyi,Crystal Palace,Midfielder,0,0,1,4.5,Rak-Sakyi,Jesurun,450542.jpg,2
Albrighton-25110,Albrighton,Leicester,Midfielder,0,0,1,5.0,Albrighton,Marc,51938.jpg,2
Mendy-25210,Mendy,Leicester,Midfielder,0,0,1,4.5,Mendy,Nampalys,86881.jpg,4
Pérez-26010,Pérez,Leicester,Midfielder,0,0,1,5.0,Pérez,Ayoze,168580.jpg,3
Choudhury-26310,Choudhury,Leicester,Midfielder,0,0,1,4.5,Choudhury,Hamza,197469.jpg,4
Barnes-26410,Barnes,Leicester,Midfielder,0,0,1,7.0,Barnes,Harvey,201666.jpg,4
Soumaré-26910,Soumaré,Leicester,Midfielder,0,0,1,4.5,Soumaré,Boubakary,225902.jpg,1
Praet-54910,Praet,Leicester,Midfielder,0,0,1,5.0,Praet,Dennis,106837.jpg,4
Brooks-603,Brooks,Bournemouth,Midfielder,0,0,1,5.5,Brooks,David,111317.jpg,2
Lowe-613,Lowe,Bournemouth,Midfielder,0,0,1,5.5,Lowe,Jamal,128309.jpg,4
Marcondes-633,Marcondes,Bournemouth,Midfielder,0,0,1,5.0,Marcondes,Emiliano,133845.jpg,1
Dembélé-743,Dembélé,Bournemouth,Midfielder,0,0,1,5.0,Dembélé,Siriki,244085.jpg,4
Anthony-753,Anthony,Bournemouth,Midfielder,0,0,1,5.5,Anthony,Jaidon,444180.jpg,3
Rothwell-5053,Rothwell,Bournemouth,Midfielder,0,0,1,5.0,Rothwell,Joe,156685.jpg,1
Knockaert-2029,Knockaert,Fulham,Midfielder,0,0,1,5.0,Knockaert,Anthony,83543.jpg,2
Chalobah-2039,Chalobah,Fulham,Midfielder,0,0,1,4.5,Chalobah,Nathaniel,89085.jpg,4
Wilson-2129,Wilson,Fulham,Midfielder,0,0,1,6.0,Wilson,Harry,153682.jpg,3
Cavaleiro-2149,Cavaleiro,Fulham,Midfielder,0,0,1,5.0,Neves Abreu Cavaleiro,Ivan,166324.jpg,2
Onomah-2169,Onomah,Fulham,Midfielder,0,0,1,4.5,Onomah,Josh,168765.jpg,1
Francois-5219,Francois,Fulham,Midfielder,0,0,1,4.5,Francois,Tyrese,432931.jpg,3
Harris-5469,Harris,Fulham,Midfielder,0,0,1,4.5,Harris,Luke,515024.jpg,1
James-23111,James,Leeds,Midfielder,0,0,1,6.0,James,Daniel,200617.jpg,3
Traoré-342,Traoré,Aston Villa,Midfielder,0,0,1,5.0,Traoré,Bertrand,110504.jpg,3
Sanson-362,Sanson,Aston Villa,Midfielder,0,0,1,4.5,Sanson,Morgan,122775.jpg,1
Nakamba-412,Nakamba,Aston Villa,Midfielder,0,0,1,4.5,Nakamba,Marvelous,184704.jpg,1
Iroegbunam-492,Iroegbunam,Aston Villa,Midfielder,0,0,1,4.5,Iroegbunam,Tim,490094.jpg,4
El Ghazi-512,El Ghazi,Aston Villa,Midfielder,0,0,1,5.0,El Ghazi,Anwar,193488.jpg,2
Philogene-Bidace-552,Philogene-Bidace,Aston Villa,Midfielder,0,0,1,4.5,Philogene-Bidace,Jaden,481624.jpg,2
Pellistri-34714,Pellistri,Man Utd,Midfielder,0,0,1,4.5,Pellistri Rebollo,Facundo,488404.jpg,3
Amad-55014,Amad,Man Utd,Midfielder,0,0,1,4.5,Diallo,Amad,493250.jpg,2
Iqbal-55114,Iqbal,Man Utd,Midfielder,0,0,1,4.5,Iqbal,Zidane,461548.jpg,4
Garner-57014,Garner,Man Utd,Midfielder,0,0,1,4.5,Garner,James,232928.jpg,3
Ghoddos-874,Ghoddos,Brentford,Midfielder,0,0,1,5.0,Ghoddos,Saman,205836.jpg,3
Onyeka-934,Onyeka,Brentford,Midfielder,0,0,1,5.0,Onyeka,Frank,428580.jpg,4
Bidstrup-994,Bidstrup,Brentford,Midfielder,0,0,1,4.5,Bidstrup,Mads,481405.jpg,4
Winks-43418,Winks,Spurs,Midfielder,0,0,1,4.5,Winks,Harry,157668.jpg,1
Bergwijn-43718,Bergwijn,Spurs,Midfielder,0,0,1,5.5,Bergwijn,Steven,194252.jpg,4
Skipp-44118,Skipp,Spurs,Midfielder,0,0,1,4.5,Skipp,Oliver,209042.jpg,3
White-44918,White,Spurs,Midfielder,0,0,1,4.5,White,Harvey,448791.jpg,2
Sarr-45018,Sarr,Spurs,Midfielder,0,0,1,4.5,Sarr,Pape Matar,482442.jpg,3
Devine-45218,Devine,Spurs,Midfielder,0,0,1,4.5,Devine,Alfie,496179.jpg,4
Bryan-55418,Bryan,Spurs,Midfielder,0,0,1,5.0,Gil Salvatierra,Bryan,436234.jpg,2
Chamberlain-27812,Chamberlain,Liverpool,Midfielder,0,0,1,5.0,Oxlade-Chamberlain,Alex,81880.jpg,1
Keita-28712,Keita,Liverpool,Midfielder,0,0,1,5.0,Keita,Naby,175592.jpg,2
Jones-29112,Jones,Liverpool,Midfielder,0,0,1,5.0,Jones,Curtis,206915.jpg,4
Bajcetic-56412,Bajcetic,Liverpool,Midfielder,0,0,1,4.5,Bajcetic,Stefan,535928.jpg,4
Forshaw-22411,Forshaw,Leeds,Midfielder,0,0,1,4.5,Forshaw,Adam,80179.jpg,1
Roberts-22911,Roberts,Leeds,Midfielder,0,0,1,5.0,Roberts,Tyler,173821.jpg,2
Raphinha-23211,Raphinha,Leeds,Midfielder,0,0,1,7.0,Dias Belloli,Raphael,219961.jpg,3
Shackleton-23411,Shackleton,Leeds,Midfielder,0,0,1,4.5,Shackleton,Jamie,221610.jpg,1
Bate-24111,Bate,Leeds,Midfielder,0,0,1,4.5,Bate,Lewis,450529.jpg,1
Gyabi-24711,Gyabi,Leeds,Midfielder,0,0,1,4.5,Gyabi,Darko,470294.jpg,1
Sinisterra-50811,Sinisterra,Leeds,Midfielder,0,0,1,6.5,Sinisterra Lucumí,Luis,224995.jpg,1
Gray-56511,Gray,Leeds,Midfielder,0,0,1,4.5,Gray,Archie,547701.jpg,1
Walcott-40017,Walcott,Southampton,Midfielder,0,0,1,5.0,Walcott,Theo,20467.jpg,1
Elyounoussi-40617,Elyounoussi,Southampton,Midfielder,0,0,1,5.5,Elyounoussi,Mohamed,96787.jpg,3
Tella-41217,Tella,Southampton,Midfielder,0,0,1,5.0,Tella,Nathan,203389.jpg,3
Smallbone-41517,Smallbone,Southampton,Midfielder,0,0,1,4.5,Smallbone,Will,214466.jpg,1
Arter-37816,Arter,Nott'm Forest,Midfielder,0,0,1,4.5,Arter,Harry,48615.jpg,1
Cafú-38316,Cafú,Nott'm Forest,Midfielder,0,0,1,4.5,Ribeiro Dias,Carlos,166325.jpg,2
Lolley-38416,Lolley,Nott'm Forest,Midfielder,0,0,1,5.0,Lolley,Joe,168172.jpg,4
Yates-38716,Yates,Nott'm Forest,Midfielder,0,0,1,5.0,Yates,Ryan,204968.jpg,1
Xande Silva-39016,Xande Silva,Nott'm Forest,Midfielder,0,0,1,5.0,Nascimento da Costa Silva,Xande,209925.jpg,4
Ojeda-39616,Ojeda,Nott'm Forest,Midfielder,0,0,1,4.5,Ojeda Rodríguez,Braian,437476.jpg,2
Hammond-55316,Hammond,Nott'm Forest,Midfielder,0,0,1,4.5,Hammond,Oliver,475492.jpg,3
Shelvey-34915,Shelvey,Newcastle,Midfielder,0,0,1,5.0,Shelvey,Jonjo,50232.jpg,4
Chukwuemeka-486,Chukwuemeka,Chelsea,Midfielder,0,0,1,4.5,Chukwuemeka,Carney,478912.jpg,3
Barkley-1316,Barkley,Chelsea,Midfielder,0,0,1,5.0,Barkley,Ross,88894.jpg,2
Kovacic-1326,Kovacic,Chelsea,Midfielder,0,0,1,5.0,Kovacic,Mateo,91651.jpg,1
Ziyech-1356,Ziyech,Chelsea,Midfielder,0,0,1,6.0,Ziyech,Hakim,124183.jpg,4
Hudson-Odoi-1446,Hudson-Odoi,Chelsea,Midfielder,0,0,1,5.5,Hudson-Odoi,Callum,209046.jpg,3
Gilmour-1496,Gilmour,Chelsea,Midfielder,0,0,1,4.5,Gilmour,Billy,243568.jpg,4
Cundle-48520,Cundle,Wolves,Midfielder,0,0,1,4.5,Cundle,Luke,245923.jpg,1
Chiquinho-49020,Chiquinho,Wolves,Midfielder,0,0,1,5.0,Tomás Oliveira,Francisco Jorge,510363.jpg,1
Adama-49120,Adama,Wolves,Midfielder,0,0,1,5.5,Traoré Diarra,Adama,159533.jpg,2
Moutinho-50320,Moutinho,Wolves,Midfielder,0,0,1,5.0,Santos Moutinho,João Filipe Iria,19624.jpg,4
Hodge-56620,Hodge,Wolves,Midfielder,0,0,1,4.5,Hodge,Joseph,240299.jpg,2
Ronan-56720,Ronan,Wolves,Midfielder,0,0,1,4.5,Ronan,Connor,198842.jpg,3
Vlasic-46619,Vlasic,West Ham,Midfielder,0,0,1,5.0,Vlasic,Nikola,180151.jpg,3
Oko-Flex-57219,Oko-Flex,West Ham,Midfielder,0,0,1,4.5,Oko-Flex,Armstrong,248865.jpg,3
Alzate-1155,Alzate,Brighton,Midfielder,0,0,1,4.5,Alzate,Steven,235382.jpg,4
Moder-1175,Moder,Brighton,Midfielder,0,0,1,4.5,Moder,Jakub,243505.jpg,2
Sarmiento-1195,Sarmiento,Brighton,Midfielder,0,0,1,4.5,Sarmiento Morante,Jeremy,441192.jpg,3
Richards-1215,Richards,Brighton,Midfielder,0,0,1,4.5,Richards,Taylor,209045.jpg,2
Mitoma-1245,Mitoma,Brighton,Midfielder,0,0,1,5.0,Mitoma,Kaoru,451340.jpg,2
Kozłowski-1265,Kozłowski,Brighton,Midfielder,0,0,1,4.5,Kozłowski,Kacper,484658.jpg,1
Hendrick-37515,Hendrick,Newcastle,Midfielder,0,0,1,4.5,Hendrick,Jeff,83314.jpg,2
Anderson-55215,Anderson,Newcastle,Midfielder,0,0,1,4.5,Anderson,Elliot,215379.jpg,3
Townsend-1798,Townsend,Everton,Midfielder,0,0,1,5.5,Townsend,Andros,60252.jpg,2
Allan-1838,Allan,Everton,Midfielder,0,0,1,5.0,Marques Loureiro,Allan,119765.jpg,2
André Gomes-1848,André Gomes,Everton,Midfielder,0,0,1,4.5,Tavares Gomes,André,120250.jpg,2
